"distractor","startDate","utterance_cat","reaction_time1","pos2","trial_type","selectedItem2","enjoyment","selectedItem1","botresponse","reaction_time_prior","pos3","contrast","condition","endTime","refObject","pos1","selectedItem_prior","target","age","comments","context_id","reaction_time2","HitCorrect","languages","RT","betwsubj","pos4","gender","trial_number","startTime","timeSpent","comp","utterance","anon_worker_id"
"orange_carrot","Tue Aug 27 2019 10:45:52 GMT-0500 (Central Daylight Time)","unmodified","1840","target","filler","NaN",2,"orange_carrot","Elizabeth","1367","contrast","yellow_corn","ttn",1566921213849,"distractor","distractor","red_tomato","red_tomato",39,"thank you","red_ttn_tomato","NaN",1,"English",4687,"atypical","comp","female",47,1566920752479,7.6895,"red_strawberry","carrot","207964171796377"
"yellow_banana","Tue Aug 27 2019 10:45:52 GMT-0500 (Central Daylight Time)","unmodified","960","contrast","filler","NaN",2,"yellow_banana","Elizabeth","1159","comp","orange_lettuce","ttp",1566921213849,"distractor","distractor","yellow_banana","green_lettuce",39,"thank you","green_ttp_lettuce","NaN",1,"English",3647,"atypical","target","female",48,1566920752479,7.6895,"green_broccoli","banana","207964171796377"
"green_carrot","Tue Aug 27 2019 10:45:52 GMT-0500 (Central Daylight Time)","modified","1927","distractor","critical","yellow_egg",2,"yellow_strawberry","Elizabeth","910","contrast","white_swan","aan",1566921213849,"target","comp","yellow_strawberry","yellow_egg",39,"thank you","yellow_aan_egg","1247",1,"English",6238,"atypical","target","female",49,1566920752479,7.6895,"yellow_strawberry","yellow egg","207964171796377"
"yellow_banana","Tue Aug 27 2019 10:45:52 GMT-0500 (Central Daylight Time)","unmodified","880","comp","filler","NaN",2,"yellow_banana","Elizabeth","870","distractor","red_tomato","ttn",1566921213849,"distractor","contrast","red_tomato","green_broccoli",39,"thank you","green_ttn_broccoli","NaN",1,"English",3039,"atypical","target","female",50,1566920752479,7.6895,"green_lettuce","banana","207964171796377"
"green_broccoli","Tue Aug 27 2019 10:45:52 GMT-0500 (Central Daylight Time)","unmodified","1976","distractor","filler","NaN",2,"green_broccoli","Elizabeth","886","comp","red_tomato","atp",1566921213849,"distractor","contrast","green_broccoli","white_tomato",39,"thank you","white_atp_tomato","NaN",1,"English",4182,"atypical","target","female",51,1566920752479,7.6895,"white_egg","broccoli","207964171796377"
"orange_banana","Tue Aug 27 2019 10:45:52 GMT-0500 (Central Daylight Time)","modified","1311","target","filler","white_egg",2,"white_egg","Elizabeth","894","distractor","white_egg","aap",1566921213849,"contrast","comp","yellow_strawberry","yellow_egg",39,"thank you","yellow_aap_egg","1231",1,"English",5542,"atypical","contrast","female",52,1566920752479,7.6895,"yellow_strawberry","white egg","207964171796377"
"yellow_banana","Tue Aug 27 2019 10:45:52 GMT-0500 (Central Daylight Time)","unmodified","1247","distractor","filler","NaN",2,"yellow_banana","Elizabeth","918","contrast","orange_pumpkin","atp",1566921213849,"distractor","target","white_pumpkin","white_pumpkin",39,"thank you","white_atp_pumpkin","NaN",1,"English",3718,"atypical","comp","female",53,1566920752479,7.6895,"white_swan","banana","207964171796377"
"red_strawberry","Tue Aug 27 2019 10:45:52 GMT-0500 (Central Daylight Time)","unmodified","1119","comp","filler","NaN",2,"red_strawberry","Elizabeth","999","contrast","yellow_egg","ttp",1566921213849,"distractor","distractor","red_strawberry","white_egg",39,"thank you","white_ttp_egg","NaN",1,"English",3487,"atypical","target","female",54,1566920752479,7.6895,"white_swan","strawberry","207964171796377"
"white_swan","Tue Aug 27 2019 10:45:52 GMT-0500 (Central Daylight Time)","modified","1280","distractor","critical","orange_banana",2,"red_corn","Elizabeth","1198","contrast","red_corn","aan",1566921213849,"target","comp","red_corn","orange_banana",39,"thank you","orange_aan_banana","1048",1,"English",6062,"atypical","target","female",55,1566920752479,7.6895,"orange_lettuce","orange banana","207964171796377"
"black_feather","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","NaN","NaN","contrast","practice","NaN",1,"NaN","Margaret","NaN","comp","yellow_lamp","contrast_not_present",1566921050470,"target","distractor","NaN","red_bellpepper",40,"No comments.","NaN","NaN",1,"English",7956,"typical","target","male",1,1566920115208,15.5877,"red_book","pepper","555593908817404"
"orange_butterfly","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","NaN","NaN","distractor","practice","NaN",1,"NaN","Margaret","NaN","comp","red_jacket","contrast_present",1566921050470,"target","target","NaN","yellow_jacket",40,"No comments.","NaN","NaN",1,"English",2888,"typical","contrast","male",2,1566920115208,15.5877,"yellow_bike","coat","555593908817404"
"green_scissors","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","NaN","NaN","target","practice","NaN",1,"NaN","Margaret","NaN","distractor","purple_flower","contrast_present",1566921050470,"target","comp","NaN","red_flower",40,"No comments.","NaN","NaN",1,"English",137871,"typical","contrast","male",3,1566920115208,15.5877,"red_candle","flower","555593908817404"
"orange_mug","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","NaN","NaN","comp","practice","NaN",1,"NaN","Margaret","NaN","distractor","light_chair","contrast_not_present",1566921050470,"target","target","NaN","green_scissors",40,"No comments.","NaN","NaN",1,"English",10206,"typical","contrast","male",4,1566920115208,15.5877,"green_toothbrush","scissors","555593908817404"
"yellow_banana","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","1366","contrast","filler","NaN",1,"yellow_banana","Margaret","3434","distractor","white_tomato","tan",1566921050470,"distractor","target","white_tomato","green_lettuce",40,"No comments.","green_tan_lettuce","NaN",1,"English",7025,"typical","comp","male",1,1566920115208,15.5877,"green_carrot","banana","555593908817404"
"orange_lettuce","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1270","distractor","critical","red_broccoli",1,"red_strawberry","Margaret","2209","contrast","green_broccoli","atp",1566921050470,"target","comp","red_strawberry","red_broccoli",40,"No comments.","red_atp_broccoli","1575",1,"English",7353,"typical","target","male",2,1566920115208,15.5877,"red_strawberry","red broccoli","555593908817404"
"yellow_corn","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","806","distractor","filler","NaN",1,"yellow_corn","Margaret","1083","target","red_broccoli","aan",1566921050470,"distractor","comp","yellow_corn","white_pumpkin",40,"No comments.","white_aan_pumpkin","NaN",1,"English",3385,"typical","contrast","male",3,1566920115208,15.5877,"white_tomato","corn","555593908817404"
"yellow_banana","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","1160","contrast","filler","NaN",1,"yellow_banana","Margaret","900","distractor","red_strawberry","tan",1566921050470,"distractor","target","red_strawberry","white_egg",40,"No comments.","white_tan_egg","NaN",1,"English",3508,"typical","comp","male",4,1566920115208,15.5877,"white_tomato","banana","555593908817404"
"orange_pumpkin","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1350,2407","target","critical","yellow_strawberry",1,"yellow_corn,yellow_strawberry","Margaret","1117","comp","red_strawberry","atp",1566921050470,"target","contrast","orange_pumpkin","yellow_strawberry",40,"No comments.","yellow_atp_strawberry","862",1,"English",6620,"typical","distractor","male",5,1566920115208,15.5877,"yellow_corn","yellow strawberry","555593908817404"
"orange_carrot","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","1149","target","filler","NaN",1,"orange_carrot","Margaret","539,1627","distractor","red_tomato","atp",1566921050470,"distractor","contrast","white_tomato,red_tomato","white_tomato",40,"No comments.","white_atp_tomato","NaN",1,"English",3980,"typical","comp","male",6,1566920115208,15.5877,"white_egg","carrot","555593908817404"
"yellow_banana","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","1118","distractor","filler","NaN",1,"yellow_banana","Margaret","2366","target","green_swan","aan",1566921050470,"distractor","contrast","green_swan","red_corn",40,"No comments.","red_aan_corn","NaN",1,"English",4909,"typical","comp","male",7,1566920115208,15.5877,"red_broccoli","banana","555593908817404"
"white_egg","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1327","contrast","critical","orange_lettuce",1,"orange_lettuce","Margaret","1357","comp","green_broccoli","atn",1566921050470,"target","distractor","green_broccoli","orange_lettuce",40,"No comments.","orange_atn_lettuce","790",1,"English",5180,"typical","target","male",8,1566920115208,15.5877,"orange_pumpkin","orange lettuce","555593908817404"
"red_strawberry","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","1182","target","filler","NaN",1,"red_strawberry","Margaret","4781","distractor","orange_lettuce","ttp",1566921050470,"distractor","contrast","orange_lettuce","green_lettuce",40,"No comments.","green_ttp_lettuce","NaN",1,"English",7652,"typical","comp","male",9,1566920115208,15.5877,"green_broccoli","strawberry","555593908817404"
"yellow_banana","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1343","target","critical","white_egg,white_swan",1,"white_swan","Margaret","1037","distractor","green_swan","ttp",1566921050470,"target","comp","white_swan","white_swan",40,"No comments.","white_ttp_swan","18114,19608",1,"English",24405,"typical","contrast","male",10,1566920115208,15.5877,"white_egg","white swan","555593908817404"
"green_carrot","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","902,1511,2262","contrast","critical","orange_banana",1,"yellow_banana,orange_pumpkin,orange_banana","Margaret","2133","distractor","yellow_banana","atp",1566921050470,"target","target","orange_banana","orange_banana",40,"No comments.","orange_atp_banana","935",1,"English",6972,"typical","comp","male",11,1566920115208,15.5877,"orange_pumpkin","orange banana","555593908817404"
"white_egg","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","750","target","critical","red_strawberry",1,"red_tomato","Margaret","1100","contrast","yellow_strawberry","ttp",1566921050470,"target","comp","red_strawberry","red_strawberry",40,"No comments.","red_ttp_strawberry","542",1,"English",4188,"typical","distractor","male",12,1566920115208,15.5877,"red_tomato","red strawberry","555593908817404"
"red_strawberry","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","478","comp","filler","NaN",1,"white_egg","Margaret","434,1036","distractor","orange_banana","atn",1566921050470,"comp","target","white_egg,white_tomato","white_tomato",40,"No comments.","white_atn_tomato","NaN",1,"English",3116,"typical","contrast","male",13,1566920115208,15.5877,"white_egg","egg","555593908817404"
"orange_carrot","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","798","contrast","filler","NaN",1,"orange_carrot","Margaret","508","distractor","white_egg","atp",1566921050470,"distractor","target","white_egg","yellow_egg",40,"No comments.","yellow_atp_egg","NaN",1,"English",3005,"typical","comp","male",14,1566920115208,15.5877,"yellow_banana","carrot","555593908817404"
"green_lettuce","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1315","comp","filler","white_tomato,red_tomato,white_tomato",1,"white_tomato","Margaret","884,1404","contrast","white_tomato","tap",1566921050470,"contrast","target","red_tomato,red_broccoli","red_tomato",40,"No comments.","red_tap_tomato","775,1191,1871",1,"English",6124,"typical","distractor","male",15,1566920115208,15.5877,"red_broccoli","white tomato","555593908817404"
"green_lettuce","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","782","distractor","filler","NaN",1,"green_lettuce","Margaret","1304","target","orange_pumpkin","tan",1566921050470,"distractor","comp","green_lettuce","yellow_banana",40,"No comments.","yellow_tan_banana","NaN",1,"English",3565,"typical","contrast","male",16,1566920115208,15.5877,"yellow_egg","lettuce","555593908817404"
"green_broccoli","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","856","target","filler","NaN",1,"orange_carrot","Margaret","1195","contrast","yellow_egg","atn",1566921050470,"comp","distractor","orange_banana","orange_banana",40,"No comments.","orange_atn_banana","NaN",1,"English",3228,"typical","comp","male",17,1566920115208,15.5877,"orange_carrot","carrot","555593908817404"
"red_broccoli","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","11389","comp","critical","white_pumpkin",1,"white_swan","Margaret","1436","distractor","orange_pumpkin","atp",1566921050470,"target","target","orange_pumpkin","white_pumpkin",40,"No comments.","white_atp_pumpkin","2223",1,"English",17541,"typical","contrast","male",18,1566920115208,15.5877,"white_swan","white pumpkin","555593908817404"
"orange_carrot","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","1557","distractor","filler","NaN",1,"orange_carrot","Margaret","827","contrast","red_corn","aan",1566921050470,"distractor","comp","orange_carrot","white_tomato",40,"No comments.","white_aan_tomato","NaN",1,"English",4236,"typical","target","male",19,1566920115208,15.5877,"white_pumpkin","carrot","555593908817404"
"red_broccoli","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1332","target","filler","orange_pumpkin,orange_banana,orange_banana",1,"orange_pumpkin","Margaret","8189,8389","comp","yellow_corn","tan",1566921050470,"comp","contrast","orange_pumpkin,red_broccoli","orange_pumpkin",40,"No comments.","orange_tan_pumpkin","583,3054,4782",1,"English",19363,"typical","distractor","male",20,1566920115208,15.5877,"orange_banana","orange banana","555593908817404"
"green_broccoli","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","695","comp","filler","NaN",1,"yellow_corn","Margaret","1101","contrast","orange_banana","ttp",1566921050470,"comp","distractor","orange_banana","yellow_banana",40,"No comments.","yellow_ttp_banana","NaN",1,"English",3165,"typical","target","male",21,1566920115208,15.5877,"yellow_corn","corn","555593908817404"
"white_tomato","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1872","distractor","critical","green_carrot",1,"green_lettuce","Margaret","3739","comp","yellow_banana","atn",1566921050470,"target","contrast","white_tomato","green_carrot",40,"No comments.","green_atn_carrot","1766",1,"English",9291,"typical","target","male",22,1566920115208,15.5877,"green_lettuce","green carrot","555593908817404"
"white_tomato","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1104","distractor","critical","red_strawberry",1,"red_strawberry","Margaret","1796","comp","orange_carrot","atn",1566921050470,"target","contrast","orange_carrot","red_corn",40,"No comments.","red_atn_corn","1231",1,"English",5812,"typical","target","male",23,1566920115208,15.5877,"red_strawberry","red corn","555593908817404"
"orange_carrot","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","759","distractor","filler","NaN",1,"orange_carrot","Margaret","820","contrast","yellow_egg","tap",1566921050470,"distractor","comp","orange_carrot","white_egg",40,"No comments.","white_tap_egg","NaN",1,"English",3061,"typical","target","male",24,1566920115208,15.5877,"white_tomato","carrot","555593908817404"
"red_corn","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1607","distractor","critical","orange_carrot",1,"orange_carrot","Margaret","732","comp","green_carrot","ttp",1566921050470,"target","contrast","red_corn","orange_carrot",40,"No comments.","orange_ttp_carrot","1279",1,"English",6156,"typical","target","male",25,1566920115208,15.5877,"orange_pumpkin","orange carrot","555593908817404"
"white_egg","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","774","distractor","filler","orange_lettuce",1,"orange_lettuce","Margaret","1036","target","red_corn","tan",1566921050470,"comp","comp","orange_lettuce","orange_carrot",40,"No comments.","orange_tan_carrot","526",1,"English",4221,"typical","contrast","male",26,1566920115208,15.5877,"orange_lettuce","orange lettuce","555593908817404"
"red_tomato","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","759","target","critical","green_swan",1,"green_swan","Margaret","922","contrast","white_swan","atp",1566921050470,"target","distractor","green_swan","green_swan",40,"No comments.","green_atp_swan","590",1,"English",4530,"typical","comp","male",27,1566920115208,15.5877,"green_lettuce","green swan","555593908817404"
"white_tomato","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1079","distractor","critical","green_broccoli",1,"green_lettuce","Margaret","1020,1652","contrast","red_broccoli","ttp",1566921050470,"target","comp","white_tomato,green_broccoli","green_broccoli",40,"No comments.","green_ttp_broccoli","2207",1,"English",7371,"typical","target","male",28,1566920115208,15.5877,"green_lettuce","green broccoli","555593908817404"
"orange_carrot","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","1520","distractor","filler","NaN",1,"red_tomato","Margaret","2524","target","yellow_strawberry","atn",1566921050470,"comp","contrast","red_tomato","red_broccoli",40,"No comments.","red_atn_broccoli","NaN",1,"English",5524,"typical","comp","male",29,1566920115208,15.5877,"red_tomato","tomato","555593908817404"
"red_broccoli","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","766","comp","critical","yellow_corn,yellow_banana",1,"yellow_banana","Margaret","1068","contrast","white_swan","ttn",1566921050470,"target","target","yellow_banana","yellow_banana",40,"No comments.","yellow_ttn_banana","632,1279",1,"English",5724,"typical","distractor","male",30,1566920115208,15.5877,"yellow_corn","yellow banana","555593908817404"
"red_tomato","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","3871","comp","filler","NaN",1,"yellow_banana","Margaret","13684","target","yellow_banana","ttn",1566921050470,"distractor","contrast","yellow_banana","white_swan",40,"No comments.","white_ttn_swan","NaN",1,"English",19401,"typical","distractor","male",31,1566920115208,15.5877,"white_egg","tomato","555593908817404"
"white_tomato","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","766","target","filler","NaN",1,"green_broccoli","Margaret","13858","distractor","yellow_egg","ttn",1566921050470,"comp","comp","green_lettuce","green_broccoli",40,"No comments.","green_ttn_broccoli","NaN",1,"English",16021,"typical","contrast","male",32,1566920115208,15.5877,"green_lettuce","lettuce","555593908817404"
"green_lettuce","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","1003","contrast","filler","NaN",1,"green_lettuce","Margaret","988","comp","red_strawberry","aap",1566921050470,"distractor","target","yellow_strawberry","yellow_strawberry",40,"No comments.","yellow_aap_strawberry","NaN",1,"English",3012,"typical","distractor","male",33,1566920115208,15.5877,"yellow_egg","lettuce","555593908817404"
"white_swan","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","943","comp","filler","NaN",1,"white_swan","Margaret","1564","target","red_corn","tap",1566921050470,"distractor","distractor","yellow_egg","yellow_corn",40,"No comments.","yellow_tap_corn","NaN",1,"English",3844,"typical","contrast","male",34,1566920115208,15.5877,"yellow_egg","swan","555593908817404"
"orange_banana","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1446,2494","distractor","filler","yellow_corn",1,"red_corn,yellow_corn","Margaret","1375","contrast","yellow_corn","aap",1566921050470,"contrast","target","red_corn","red_corn",40,"No comments.","red_aap_corn","1432",1,"English",7172,"typical","comp","male",35,1566920115208,15.5877,"red_broccoli","yellow corn","555593908817404"
"red_tomato","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1415","target","filler","white_swan",1,"white_pumpkin","Margaret","1203","distractor","orange_lettuce","tan",1566921050470,"comp","contrast","white_pumpkin","white_swan",40,"No comments.","white_tan_swan","1031",1,"English",5547,"typical","comp","male",36,1566920115208,15.5877,"white_pumpkin","white pumpkin","555593908817404"
"red_strawberry","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","444,1124","contrast","filler","NaN",1,"white_tomato,red_strawberry","Margaret","581","distractor","white_tomato","aan",1566921050470,"distractor","target","white_tomato","green_swan",40,"No comments.","green_aan_swan","NaN",1,"English",2708,"typical","comp","male",37,1566920115208,15.5877,"green_carrot","strawberry","555593908817404"
"white_pumpkin","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","823,1368","comp","critical","red_strawberry",1,"red_tomato,red_strawberry","Margaret","668","contrast","yellow_banana","ttn",1566921050470,"target","distractor","red_tomato","red_strawberry",40,"No comments.","red_ttn_strawberry","909",1,"English",4468,"typical","target","male",38,1566920115208,15.5877,"red_tomato","red strawberry","555593908817404"
"green_swan","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","479,1743","distractor","filler","orange_banana",1,"green_swan,orange_banana","Margaret","877","contrast","yellow_egg","aan",1566921050470,"comp","comp","green_swan","orange_lettuce",40,"No comments.","orange_aan_lettuce","1167",1,"English",5548,"typical","target","male",39,1566920115208,15.5877,"orange_banana","orange banana","555593908817404"
"white_pumpkin","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1615","target","filler","yellow_strawberry",1,"yellow_strawberry","Margaret","1991","distractor","yellow_strawberry","tap",1566921050470,"contrast","contrast","red_strawberry","red_strawberry",40,"No comments.","red_tap_strawberry","1047",1,"English",6836,"typical","comp","male",40,1566920115208,15.5877,"red_corn","yellow strawberry","555593908817404"
"red_tomato","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","982","contrast","critical","orange_carrot",1,"orange_carrot","Margaret","1325","comp","yellow_banana","ttn",1566921050470,"target","target","orange_carrot","orange_carrot",40,"No comments.","orange_ttn_carrot","1927",1,"English",6900,"typical","distractor","male",41,1566920115208,15.5877,"orange_pumpkin","orange carrot","555593908817404"
"green_broccoli","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","1381","comp","filler","NaN",1,"green_broccoli","Margaret","4829","target","yellow_egg","ttn",1566921050470,"distractor","contrast","orange_carrot","orange_pumpkin",40,"No comments.","orange_ttn_pumpkin","NaN",1,"English",7932,"typical","distractor","male",42,1566920115208,15.5877,"orange_carrot","broccoli","555593908817404"
"white_pumpkin","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","406,1143","comp","filler","green_broccoli",1,"red_broccoli,green_broccoli","Margaret","1178","distractor","green_broccoli","aap",1566921050470,"contrast","target","red_broccoli","red_broccoli",40,"No comments.","red_aap_broccoli","463",1,"English",4761,"typical","contrast","male",43,1566920115208,15.5877,"red_corn","green broccoli","555593908817404"
"white_swan","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1079","comp","critical","yellow_corn",1,"yellow_egg","Margaret","389","distractor","red_strawberry","atn",1566921050470,"target","target","red_strawberry","yellow_egg",40,"No comments.","yellow_atn_egg","1271",1,"English",4708,"typical","contrast","male",44,1566920115208,15.5877,"yellow_corn","yellow egg","555593908817404"
"green_broccoli","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","430","target","critical","yellow_corn",1,"yellow_corn","Margaret","565,1213","comp","red_corn","ttp",1566921050470,"target","contrast","red_corn,yellow_banana","yellow_corn",40,"No comments.","yellow_ttp_corn","510",1,"English",4300,"typical","distractor","male",45,1566920115208,15.5877,"yellow_banana","yellow corn","555593908817404"
"yellow_corn","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","647,1247,1927","target","filler","NaN",1,"green_carrot,orange_carrot,yellow_corn","Margaret","365","distractor","orange_carrot","aap",1566921050470,"distractor","comp","green_carrot","green_carrot",40,"No comments.","green_aap_carrot","NaN",1,"English",3860,"typical","contrast","male",46,1566920115208,15.5877,"green_swan","corn","555593908817404"
"green_broccoli","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","449","target","filler","NaN",1,"orange_lettuce","Margaret","663","comp","orange_lettuce","tan",1566921050470,"distractor","distractor","yellow_corn","yellow_corn",40,"No comments.","yellow_tan_corn","NaN",1,"English",2196,"typical","contrast","male",47,1566920115208,15.5877,"yellow_strawberry","broccoli","555593908817404"
"green_lettuce","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","1415","distractor","filler","NaN",1,"green_lettuce","Margaret","581","target","red_tomato","aap",1566921050470,"distractor","contrast","white_pumpkin","white_tomato",40,"No comments.","white_aap_tomato","NaN",1,"English",3058,"typical","comp","male",48,1566920115208,15.5877,"white_pumpkin","lettuce","555593908817404"
"yellow_banana","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","2311","target","filler","NaN",1,"yellow_banana","Margaret","730","comp","green_swan","tap",1566921050470,"distractor","contrast","white_swan","white_swan",40,"No comments.","white_tap_swan","NaN",1,"English",4881,"typical","distractor","male",49,1566920115208,15.5877,"white_pumpkin","banana","555593908817404"
"red_strawberry","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","718,1230","distractor","critical","green_broccoli",1,"orange_banana,green_broccoli","Margaret","541","target","orange_banana","ttn",1566921050470,"target","comp","orange_banana","green_lettuce",40,"No comments.","green_ttn_lettuce","703",1,"English",4916,"typical","contrast","male",50,1566920115208,15.5877,"green_broccoli","green lettuce","555593908817404"
"yellow_corn","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","638,1455","target","filler","orange_carrot",1,"yellow_corn,orange_carrot","Margaret","1740","comp","orange_carrot","atp",1566921050470,"contrast","distractor","yellow_corn","green_carrot",40,"No comments.","green_atp_carrot","2772",1,"English",8612,"typical","contrast","male",51,1566920115208,15.5877,"green_broccoli","orange carrot","555593908817404"
"green_broccoli","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1231","target","critical","white_egg",1,"white_swan","Margaret","1013","contrast","yellow_strawberry","ttn",1566921050470,"target","comp","white_egg","white_egg",40,"No comments.","white_ttn_egg","1023",1,"English",5044,"typical","distractor","male",52,1566920115208,15.5877,"white_swan","white egg","555593908817404"
"white_swan","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","1279","contrast","filler","yellow_strawberry",1,"yellow_egg","Margaret","963","comp","green_lettuce","aan",1566921050470,"comp","distractor","green_lettuce","yellow_strawberry",40,"No comments.","yellow_aan_strawberry","663",1,"English",4651,"typical","target","male",53,1566920115208,15.5877,"yellow_egg","yellow egg","555593908817404"
"green_broccoli","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","modified","416","distractor","critical","white_pumpkin",1,"orange_banana","Margaret","906","comp","orange_banana","atn",1566921050470,"target","target","orange_banana","white_pumpkin",40,"No comments.","white_atn_pumpkin","455",1,"English",3444,"typical","contrast","male",54,1566920115208,15.5877,"white_swan","white pumpkin","555593908817404"
"orange_carrot","Tue Aug 27 2019 11:35:15 GMT-0400 (Eastern Daylight Time)","unmodified","7887","comp","filler","NaN",1,"red_tomato","Margaret","1685","contrast","yellow_egg","tan",1566921050470,"distractor","distractor","orange_carrot","red_tomato",40,"No comments.","red_tan_tomato","NaN",1,"English",15284,"typical","target","male",55,1566920115208,15.5877,"red_broccoli","carrot","555593908817404"
"green_scissors","Tue Aug 27 2019 11:42:52 GMT-0400 (Eastern Daylight Time)","NaN","NaN","comp","practice","NaN",2,"NaN","Barbara","NaN","target","purple_flower","contrast_present",1566921008548,"target","distractor","NaN","red_flower",36,NA,"NaN","NaN",1,"English",12838,"atypical","contrast","male",1,1566920572677,7.26451666666667,"red_candle","Red flower","406210573168677"
"black_feather","Tue Aug 27 2019 11:42:52 GMT-0400 (Eastern Daylight Time)","NaN","NaN","target","practice","NaN",2,"NaN","Barbara","NaN","distractor","yellow_lamp","contrast_not_present",1566921008548,"target","contrast","NaN","red_bellpepper",36,NA,"NaN","NaN",1,"English",3400,"atypical","comp","male",2,1566920572677,7.26451666666667,"red_book","Pepper","406210573168677"
"orange_mug","Tue Aug 27 2019 11:42:52 GMT-0400 (Eastern Daylight Time)","NaN","NaN","contrast","practice","NaN",2,"NaN","Barbara","NaN","comp","light_chair","contrast_not_present",1566921008548,"target","distractor","NaN","green_scissors",36,NA,"NaN","NaN",1,"English",5997,"atypical","target","male",3,1566920572677,7.26451666666667,"green_toothbrush","Scissors","406210573168677"
