"distractor","startDate","utterance_cat","reaction_time1","pos2","trial_type","selectedItem2","enjoyment","selectedItem1","botresponse","reaction_time_prior","pos3","contrast","condition","endTime","refObject","pos1","selectedItem_prior","target","age","comments","context_id","reaction_time2","HitCorrect","languages","RT","betwsubj","pos4","gender","trial_number","startTime","timeSpent","comp","utterance","anon_worker_id"
"orange_butterfly","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","NaN","NaN","contrast","practice","NaN",1,"NaN","Barbara","NaN","distractor","red_jacket","contrast_present",1566931083426,"target","target","NaN","yellow_jacket",26,"nice survey","NaN","NaN",1,"english",13127,"typical","comp","female",1,1566929977187,18.4373166666667,"yellow_bike","red","688591774563327"
"black_feather","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","NaN","NaN","comp","practice","NaN",1,"NaN","Barbara","NaN","target","yellow_lamp","contrast_not_present",1566931083426,"target","distractor","NaN","red_bellpepper",26,"nice survey","NaN","NaN",1,"english",11859,"typical","contrast","female",2,1566929977187,18.4373166666667,"red_book","book","688591774563327"
"green_scissors","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","NaN","NaN","comp","practice","NaN",1,"NaN","Barbara","NaN","distractor","purple_flower","contrast_present",1566931083426,"target","contrast","NaN","red_flower",26,"nice survey","NaN","NaN",1,"english",21156,"typical","target","female",3,1566929977187,18.4373166666667,"red_candle","flower","688591774563327"
"orange_mug","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","NaN","NaN","target","practice","NaN",1,"NaN","Barbara","NaN","distractor","light_chair","contrast_not_present",1566931083426,"target","comp","NaN","green_scissors",26,"nice survey","NaN","NaN",1,"english",8239,"typical","contrast","female",4,1566929977187,18.4373166666667,"green_toothbrush","cup","688591774563327"
"green_carrot","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","4053,4550,4864","distractor","critical","yellow_egg",1,"yellow_egg,yellow_egg,yellow_egg","Barbara","15691,15787","comp","orange_lettuce","atn",1566931083426,"target","contrast","green_carrot,green_carrot","yellow_egg",26,"nice survey","yellow_atn_egg","7228",1,"english",31781,"typical","target","female",1,1566929977187,18.4373166666667,"yellow_corn","yellow egg","688591774563327"
"yellow_egg","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","20986","contrast","filler","NaN",1,"green_lettuce","Barbara","1956","distractor","orange_lettuce","ttp",1566931083426,"comp","target","orange_lettuce","green_lettuce",26,"nice survey","green_ttp_lettuce","NaN",1,"english",26313,"typical","comp","female",2,1566929977187,18.4373166666667,"green_broccoli","broccoli","688591774563327"
"red_strawberry","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","2067","contrast","filler","red_strawberry",1,"orange_banana","Barbara","2284","distractor","yellow_banana","aap",1566931083426,"contrast","target","yellow_banana","orange_banana",26,"nice survey","orange_aap_banana","2692",1,"english",11036,"typical","comp","female",3,1566929977187,18.4373166666667,"orange_lettuce","yellow banana","688591774563327"
"yellow_banana","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","1811","comp","filler","NaN",1,"yellow_banana","Barbara","2367","target","orange_lettuce","tap",1566931083426,"distractor","contrast","green_swan","green_lettuce",26,"nice survey","green_tap_lettuce","NaN",1,"english",6852,"typical","distractor","female",4,1566929977187,18.4373166666667,"green_swan","banana","688591774563327"
"yellow_corn","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","1999","comp","filler","NaN",1,"yellow_corn","Barbara","1403","distractor","orange_banana","atn",1566931083426,"comp","contrast","orange_banana","green_swan",26,"nice survey","green_atn_swan","NaN",1,"english",5635,"typical","target","female",5,1566929977187,18.4373166666667,"green_broccoli","broccoli","688591774563327"
"yellow_corn","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","1672","target","filler","NaN",1,"orange_carrot","Barbara","1575","distractor","white_swan","ttn",1566931083426,"distractor","comp","orange_pumpkin","orange_carrot",26,"nice survey","orange_ttn_carrot","NaN",1,"english",5213,"typical","contrast","female",6,1566929977187,18.4373166666667,"orange_pumpkin","corn","688591774563327"
"white_pumpkin","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","1127","target","critical","red_broccoli",1,"green_broccoli","Barbara","1807","comp","red_broccoli","ttp",1566931083426,"target","contrast","white_pumpkin","green_broccoli",26,"nice survey","green_ttp_broccoli","1174",1,"english",7345,"typical","distractor","female",7,1566929977187,18.4373166666667,"green_lettuce","green broccoli","688591774563327"
"red_strawberry","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","1350","distractor","filler","NaN",1,"white_pumpkin","Barbara","1531","target","green_swan","tap",1566931083426,"distractor","contrast","white_swan","white_swan",26,"nice survey","white_tap_swan","NaN",1,"english",4869,"typical","comp","female",8,1566929977187,18.4373166666667,"white_pumpkin","strawberry","688591774563327"
"white_egg","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","1153","target","critical","red_corn",1,"yellow_corn","Barbara","2991","distractor","red_corn","ttp",1566931083426,"target","comp","yellow_banana","yellow_corn",26,"nice survey","yellow_ttp_corn","3967",1,"english",11280,"typical","contrast","female",9,1566929977187,18.4373166666667,"yellow_banana","yellow corn","688591774563327"
"white_egg","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","737","target","filler","red_broccoli",1,"green_carrot","Barbara","1460","contrast","red_broccoli","tap",1566931083426,"contrast","comp","green_broccoli","green_broccoli",26,"nice survey","green_tap_broccoli","1197",1,"english",6833,"typical","distractor","female",10,1566929977187,18.4373166666667,"green_carrot","red broccoli","688591774563327"
"orange_pumpkin","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","757","comp","filler","NaN",1,"white_tomato","Barbara","1162","target","white_tomato","aan",1566931083426,"distractor","contrast","orange_pumpkin","red_corn",26,"nice survey","red_aan_corn","NaN",1,"english",4594,"typical","distractor","female",11,1566929977187,18.4373166666667,"red_broccoli","pumpkin","688591774563327"
"green_lettuce","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","697","comp","filler","NaN",1,"white_pumpkin","Barbara","1759","distractor","yellow_strawberry","tan",1566931083426,"distractor","contrast","white_egg","white_egg",26,"nice survey","white_tan_egg","NaN",1,"english",4826,"typical","target","female",12,1566929977187,18.4373166666667,"white_pumpkin","lettuce","688591774563327"
"orange_carrot","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","894","contrast","filler","NaN",1,"red_tomato","Barbara","1252","comp","red_tomato","aap",1566931083426,"distractor","distractor","white_pumpkin","white_tomato",26,"nice survey","white_aap_tomato","NaN",1,"english",4369,"typical","target","female",13,1566929977187,18.4373166666667,"white_pumpkin","carrot","688591774563327"
"orange_pumpkin","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","917","comp","filler","NaN",1,"orange_pumpkin","Barbara","1006","contrast","white_tomato","ttp",1566931083426,"distractor","target","red_tomato","red_tomato",26,"nice survey","red_ttp_tomato","NaN",1,"english",5195,"typical","distractor","female",14,1566929977187,18.4373166666667,"red_strawberry","pumpkin","688591774563327"
"green_carrot","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","835","target","filler","yellow_banana",1,"white_pumpkin","Barbara","797","distractor","yellow_banana","aan",1566931083426,"comp","comp","white_tomato","white_tomato",26,"nice survey","white_aan_tomato","991",1,"english",6046,"typical","contrast","female",15,1566929977187,18.4373166666667,"white_pumpkin","white pumpkin","688591774563327"
"white_pumpkin","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","1205","target","critical","red_tomato",1,"white_pumpkin","Barbara","827","contrast","green_carrot","ttn",1566931083426,"target","distractor","green_carrot","red_tomato",26,"nice survey","red_ttn_tomato","1174",1,"english",6023,"typical","comp","female",16,1566929977187,18.4373166666667,"red_strawberry","red tomato","688591774563327"
"white_swan","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","1097","target","filler","NaN",1,"yellow_strawberry","Barbara","609","comp","orange_banana","tap",1566931083426,"distractor","distractor","orange_banana","yellow_banana",26,"nice survey","yellow_tap_banana","NaN",1,"english",3721,"typical","contrast","female",17,1566929977187,18.4373166666667,"yellow_strawberry","swan","688591774563327"
"yellow_corn","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","430","target","filler","NaN",1,"white_swan","Barbara","894","comp","green_carrot","tan",1566931083426,"distractor","distractor","yellow_corn","white_swan",26,"nice survey","white_tan_swan","NaN",1,"english",3664,"typical","contrast","female",18,1566929977187,18.4373166666667,"white_tomato","corn","688591774563327"
"yellow_banana","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","1684","distractor","critical","white_swan",1,"green_lettuce","Barbara","1329","contrast","white_swan","atp",1566931083426,"target","comp","yellow_banana","green_swan",26,"nice survey","green_atp_swan","697",1,"english",6391,"typical","target","female",19,1566929977187,18.4373166666667,"green_lettuce","green swan","688591774563327"
"orange_carrot","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","6212","target","critical","yellow_banana",1,"white_pumpkin","Barbara","188343","contrast","yellow_banana","atn",1566931083426,"target","distractor","orange_carrot","white_pumpkin",26,"nice survey","white_atn_pumpkin","731",1,"english",199397,"typical","comp","female",20,1566929977187,18.4373166666667,"white_egg","white pumpkin","688591774563327"
"green_broccoli","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","406","distractor","critical","white_swan",1,"white_egg","Barbara","792","comp","yellow_egg","ttp",1566931083426,"target","target","yellow_egg","white_egg",26,"nice survey","white_ttp_egg","778",1,"english",4828,"typical","contrast","female",21,1566929977187,18.4373166666667,"white_swan","white egg","688591774563327"
"white_tomato","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","977","contrast","critical","white_tomato",1,"orange_pumpkin","Barbara","763","comp","yellow_corn","atn",1566931083426,"target","distractor","orange_banana","orange_banana",26,"nice survey","orange_atn_banana","646",1,"english",4909,"typical","target","female",22,1566929977187,18.4373166666667,"orange_pumpkin","orange banana","688591774563327"
"white_egg","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","683","target","filler","NaN",1,"green_carrot","Barbara","548","distractor","green_carrot","tan",1566931083426,"distractor","contrast","red_tomato","red_tomato",26,"nice survey","red_tan_tomato","NaN",1,"english",4185,"typical","comp","female",23,1566929977187,18.4373166666667,"red_broccoli","egg","688591774563327"
"red_corn","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","1223","target","critical","green_lettuce",1,"orange_carrot","Barbara","782,1355","distractor","green_lettuce","ttn",1566931083426,"target","contrast","red_corn,red_corn","orange_pumpkin",26,"nice survey","orange_ttn_pumpkin","656",1,"english",5236,"typical","comp","female",24,1566929977187,18.4373166666667,"orange_carrot","orange pumpkin","688591774563327"
"red_corn","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","2367","distractor","filler","yellow_strawberry",1,"green_broccoli","Barbara","1231","comp","green_broccoli","aan",1566931083426,"comp","target","red_corn","yellow_egg",26,"nice survey","yellow_aan_egg","1191",1,"english",7081,"typical","contrast","female",25,1566929977187,18.4373166666667,"yellow_strawberry","yellow strawberry","688591774563327"
"red_strawberry","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","827","contrast","filler","NaN",1,"orange_banana","Barbara","601","comp","orange_banana","tan",1566931083426,"distractor","distractor","red_strawberry","green_lettuce",26,"nice survey","green_tan_lettuce","NaN",1,"english",3300,"typical","target","female",26,1566929977187,18.4373166666667,"green_carrot","strawberry","688591774563327"
"orange_pumpkin","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","714","target","filler","NaN",1,"orange_pumpkin","Barbara","710","contrast","red_strawberry","aap",1566931083426,"distractor","distractor","red_strawberry","yellow_strawberry",26,"nice survey","yellow_aap_strawberry","NaN",1,"english",2699,"typical","comp","female",27,1566929977187,18.4373166666667,"yellow_egg","pumpkin","688591774563327"
"white_swan","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","894","target","filler","NaN",1,"yellow_strawberry","Barbara","981","distractor","yellow_strawberry","tap",1566931083426,"distractor","comp","red_strawberry","red_strawberry",26,"nice survey","red_tap_strawberry","NaN",1,"english",3405,"typical","contrast","female",28,1566929977187,18.4373166666667,"red_corn","swan","688591774563327"
"orange_carrot","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","510","distractor","filler","NaN",1,"orange_carrot","Barbara","711","comp","red_strawberry","aan",1566931083426,"distractor","contrast","red_strawberry","white_pumpkin",26,"nice survey","white_aan_pumpkin","NaN",1,"english",2650,"typical","target","female",29,1566929977187,18.4373166666667,"white_tomato","carrot","688591774563327"
"yellow_egg","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","1282","comp","critical","yellow_egg",1,"green_broccoli","Barbara","734","contrast","green_broccoli","atp",1566931083426,"target","distractor","red_broccoli","red_broccoli",26,"nice survey","red_atp_broccoli","1165",1,"english",6150,"typical","target","female",30,1566929977187,18.4373166666667,"red_strawberry","red broccoli","688591774563327"
"green_lettuce","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","964","comp","critical","yellow_corn",1,"orange_carrot","Barbara","684","target","orange_carrot","ttn",1566931083426,"target","distractor","yellow_banana","yellow_corn",26,"nice survey","yellow_ttn_corn","1082",1,"english",5815,"typical","contrast","female",31,1566929977187,18.4373166666667,"yellow_banana","yellow corn","688591774563327"
"white_swan","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","432","distractor","filler","red_corn",1,"white_swan","Barbara","527","contrast","red_corn","tan",1566931083426,"comp","target","orange_carrot","orange_carrot",26,"nice survey","orange_tan_carrot","773",1,"english",3983,"typical","comp","female",32,1566929977187,18.4373166666667,"orange_banana","orange banana","688591774563327"
"yellow_strawberry","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","1039","comp","critical","white_swan",1,"white_pumpkin","Barbara","1016","distractor","orange_pumpkin","atp",1566931083426,"target","target","orange_pumpkin","white_pumpkin",26,"nice survey","white_atp_pumpkin","487",1,"english",4282,"typical","contrast","female",33,1566929977187,18.4373166666667,"white_swan","white pumpkin","688591774563327"
"red_strawberry","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","1214","contrast","critical","orange_banana",1,"red_strawberry","Barbara","846","distractor","yellow_banana","atp",1566931083426,"target","target","orange_pumpkin","orange_banana",26,"nice survey","orange_atp_banana","2361",1,"english",6150,"typical","comp","female",34,1566929977187,18.4373166666667,"orange_pumpkin","orange banana","688591774563327"
"green_swan","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","727","contrast","filler","green_swan",1,"orange_pumpkin","Barbara","801","comp","yellow_egg","tan",1566931083426,"comp","target","yellow_egg","orange_pumpkin",26,"nice survey","orange_tan_pumpkin","496",1,"english",4589,"typical","distractor","female",35,1566929977187,18.4373166666667,"orange_lettuce","orange lettuce","688591774563327"
"white_swan","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","692","contrast","critical","yellow_strawberry",1,"yellow_strawberry","Barbara","412","target","yellow_strawberry","ttp",1566931083426,"target","comp","red_tomato","red_strawberry",26,"nice survey","red_ttp_strawberry","1441",1,"english",6819,"typical","distractor","female",36,1566929977187,18.4373166666667,"red_tomato","red strawberry","688591774563327"
"green_swan","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","1190","contrast","critical","green_swan",1,"red_strawberry","Barbara","3441","distractor","red_strawberry","atp",1566931083426,"target","comp","yellow_corn","yellow_strawberry",26,"nice survey","yellow_atp_strawberry","847",1,"english",8359,"typical","target","female",37,1566929977187,18.4373166666667,"yellow_corn","yellow strawberry","688591774563327"
"green_broccoli","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","1329","distractor","filler","NaN",1,"yellow_corn","Barbara","811","target","orange_banana","ttp",1566931083426,"comp","comp","orange_banana","yellow_banana",26,"nice survey","yellow_ttp_banana","NaN",1,"english",3418,"typical","contrast","female",38,1566929977187,18.4373166666667,"yellow_corn","corn","688591774563327"
"yellow_corn","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","1117","distractor","filler","NaN",1,"green_swan","Barbara","1641","target","white_tomato","aan",1566931083426,"distractor","contrast","yellow_corn","green_carrot",26,"nice survey","green_aan_carrot","NaN",1,"english",4735,"typical","comp","female",39,1566929977187,18.4373166666667,"green_swan","corn","688591774563327"
"white_egg","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","870","contrast","filler","NaN",1,"green_carrot","Barbara","892","comp","orange_carrot","atp",1566931083426,"comp","target","green_broccoli","green_carrot",26,"nice survey","green_atp_carrot","NaN",1,"english",2812,"typical","distractor","female",40,1566929977187,18.4373166666667,"green_broccoli","broccoli","688591774563327"
"orange_carrot","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","591,1106","target","filler","NaN",1,"yellow_corn,yellow_corn","Barbara","890","distractor","yellow_corn","atp",1566931083426,"distractor","comp","red_corn","red_corn",26,"nice survey","red_atp_corn","NaN",1,"english",3756,"typical","contrast","female",41,1566929977187,18.4373166666667,"red_tomato","carrot","688591774563327"
"yellow_corn","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","737","distractor","filler","white_pumpkin,white_pumpkin",1,"green_carrot","Barbara","2815","target","white_pumpkin","aan",1566931083426,"comp","comp","green_swan","green_swan",26,"nice survey","green_aan_swan","885,1479",1,"english",7417,"typical","contrast","female",42,1566929977187,18.4373166666667,"green_carrot","green carrot","688591774563327"
"green_lettuce","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","860","comp","critical","orange_pumpkin,orange_pumpkin",1,"green_lettuce","Barbara","687","contrast","white_pumpkin","ttp",1566931083426,"target","distractor","orange_carrot","orange_pumpkin",26,"nice survey","orange_ttp_pumpkin","1010,1605",1,"english",5254,"typical","target","female",43,1566929977187,18.4373166666667,"orange_carrot","orange pumpkin","688591774563327"
"white_tomato","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","707","distractor","critical","yellow_strawberry",1,"white_tomato","Barbara","604","comp","yellow_strawberry","ttn",1566931083426,"target","contrast","green_broccoli","green_lettuce",26,"nice survey","green_ttn_lettuce","481",1,"english",4507,"typical","target","female",44,1566929977187,18.4373166666667,"green_broccoli","green lettuce","688591774563327"
"red_tomato","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","807","comp","critical","white_egg",1,"orange_carrot","Barbara","877","target","orange_carrot","ttn",1566931083426,"target","contrast","red_tomato","white_swan",26,"nice survey","white_ttn_swan","585",1,"english",4270,"typical","distractor","female",45,1566929977187,18.4373166666667,"white_egg","white swan","688591774563327"
"yellow_corn","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","996","contrast","filler","NaN",1,"yellow_corn","Barbara","1008","distractor","orange_pumpkin","tan",1566931083426,"distractor","comp","green_broccoli","green_broccoli",26,"nice survey","green_tan_broccoli","NaN",1,"english",2975,"typical","target","female",46,1566929977187,18.4373166666667,"green_swan","corn","688591774563327"
"yellow_strawberry","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","1154","target","filler","white_swan",1,"green_swan","Barbara","1685","distractor","white_swan","aap",1566931083426,"contrast","comp","green_carrot","green_swan",26,"nice survey","green_aap_swan","1061",1,"english",5982,"typical","contrast","female",47,1566929977187,18.4373166666667,"green_carrot","white swan","688591774563327"
"green_swan","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","398","contrast","filler","NaN",1,"yellow_banana","Barbara","672","target","white_egg","atp",1566931083426,"comp","comp","yellow_egg","yellow_egg",26,"nice survey","yellow_atp_egg","NaN",1,"english",2807,"typical","distractor","female",48,1566929977187,18.4373166666667,"yellow_banana","banana","688591774563327"
"white_pumpkin","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","680","comp","critical","white_pumpkin",1,"yellow_egg","Barbara","2829","distractor","yellow_egg","atn",1566931083426,"target","contrast","red_tomato","red_corn",26,"nice survey","red_atn_corn","840",1,"english",6768,"typical","target","female",49,1566929977187,18.4373166666667,"red_tomato","red corn","688591774563327"
"red_tomato","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","2917","comp","filler","NaN",1,"orange_banana","Barbara","2509","target","green_carrot","tap",1566931083426,"distractor","distractor","green_carrot","orange_carrot",26,"nice survey","orange_tap_carrot","NaN",1,"english",6911,"typical","contrast","female",50,1566929977187,18.4373166666667,"orange_banana","tomato","688591774563327"
"green_lettuce","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","1086","comp","filler","NaN",1,"yellow_corn","Barbara","1301","target","orange_pumpkin","tan",1566931083426,"distractor","distractor","green_lettuce","yellow_corn",26,"nice survey","yellow_tan_corn","NaN",1,"english",3873,"typical","contrast","female",51,1566929977187,18.4373166666667,"yellow_egg","lettuce","688591774563327"
"white_swan","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","849","distractor","critical","white_swan",1,"red_broccoli","Barbara","669","comp","red_broccoli","atn",1566931083426,"target","contrast","green_carrot","green_carrot",26,"nice survey","green_atn_carrot","632",1,"english",5165,"typical","target","female",52,1566929977187,18.4373166666667,"green_lettuce","green carrot","688591774563327"
"orange_pumpkin","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","unmodified","744","target","filler","NaN",1,"white_swan","Barbara","1026","distractor","green_carrot","ttn",1566931083426,"distractor","contrast","orange_pumpkin","white_egg",26,"nice survey","white_ttn_egg","NaN",1,"english",3233,"typical","comp","female",53,1566929977187,18.4373166666667,"white_swan","pumpkin","688591774563327"
"green_lettuce","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","694","distractor","filler","green_lettuce",1,"yellow_egg","Barbara","777","target","yellow_egg","tap",1566931083426,"contrast","contrast","green_lettuce","white_egg",26,"nice survey","white_tap_egg","759",1,"english",4777,"typical","comp","female",54,1566929977187,18.4373166666667,"white_tomato","yellow egg","688591774563327"
"yellow_banana","Tue Aug 27 2019 11:19:37 GMT-0700 (Pacific Daylight Time)","modified","1017","distractor","filler","red_tomato",1,"yellow_banana","Barbara","702","comp","white_tomato","tap",1566931083426,"contrast","contrast","white_tomato","red_tomato",26,"nice survey","red_tap_tomato","545",1,"english",4358,"typical","target","female",55,1566929977187,18.4373166666667,"red_broccoli","white tomato","688591774563327"
"orange_butterfly","Tue Aug 27 2019 22:13:44 GMT+0530 (India Standard Time)","NaN","NaN","comp","practice","NaN",2,"NaN","Margaret","NaN","contrast","red_jacket","contrast_present",1566925531663,"target","distractor","NaN","yellow_jacket",28,NA,"NaN","NaN",1,"English",7799,"typical","target","female",1,1566924224059,21.7934,"yellow_bike","yellow jacket","976484516941499"
"green_scissors","Tue Aug 27 2019 22:13:44 GMT+0530 (India Standard Time)","NaN","NaN","distractor","practice","NaN",2,"NaN","Margaret","NaN","target","purple_flower","contrast_present",1566925531663,"target","contrast","NaN","red_flower",28,NA,"NaN","NaN",1,"English",5313,"typical","comp","female",2,1566924224059,21.7934,"red_candle","red flower","976484516941499"
"orange_mug","Tue Aug 27 2019 22:13:44 GMT+0530 (India Standard Time)","NaN","NaN","target","practice","NaN",2,"NaN","Margaret","NaN","contrast","light_chair","contrast_not_present",1566925531663,"target","distractor","NaN","green_scissors",28,NA,"NaN","NaN",1,"English",8473,"typical","comp","female",3,1566924224059,21.7934,"green_toothbrush","scissors","976484516941499"
"black_feather","Tue Aug 27 2019 22:13:44 GMT+0530 (India Standard Time)","NaN","NaN","contrast","practice","NaN",2,"NaN","Margaret","NaN","comp","yellow_lamp","contrast_not_present",1566925531663,"target","distractor","NaN","red_bellpepper",28,NA,"NaN","NaN",1,"English",9529,"typical","target","female",4,1566924224059,21.7934,"red_book","apple","976484516941499"
"orange_lettuce","Tue Aug 27 2019 22:13:44 GMT+0530 (India Standard Time)","modified","1382","distractor","filler","red_tomato",2,"white_tomato","Margaret","27542","comp","white_tomato","ttp",1566925531663,"contrast","target","red_strawberry","red_tomato",28,NA,"red_ttp_tomato","1102",1,"English",32838,"typical","contrast","female",1,1566924224059,21.7934,"red_strawberry","white tomato","976484516941499"
"green_swan","Tue Aug 27 2019 22:13:44 GMT+0530 (India Standard Time)","modified","1720","comp","critical","orange_banana",2,"orange_carrot","Margaret","2204","target","white_egg","atn",1566925531663,"target","distractor","orange_carrot","orange_banana",28,NA,"orange_atn_banana","1543",1,"English",7261,"typical","contrast","female",2,1566924224059,21.7934,"orange_carrot","orange banana","976484516941499"
"orange_carrot","Tue Aug 27 2019 22:13:44 GMT+0530 (India Standard Time)","unmodified","952","distractor","filler","NaN",2,"white_swan","Margaret","1748","contrast","green_lettuce","ttn",1566925531663,"comp","comp","white_swan","white_egg",28,NA,"white_ttn_egg","NaN",1,"English",3708,"typical","target","female",3,1566924224059,21.7934,"white_swan","swan","976484516941499"
"white_egg","Tue Aug 27 2019 22:13:44 GMT+0530 (India Standard Time)","modified","1535","contrast","filler","yellow_strawberry",2,"yellow_strawberry","Margaret","1390","comp","green_swan","tan",1566925531663,"comp","target","white_egg","yellow_banana",28,NA,"yellow_tan_banana","1103",1,"English",5597,"typical","distractor","female",4,1566924224059,21.7934,"yellow_strawberry","yellow strawberry","976484516941499"
"yellow_egg","Tue Aug 27 2019 22:13:44 GMT+0530 (India Standard Time)","unmodified","956","contrast","filler","NaN",2,"red_tomato","Margaret","1244","target","green_lettuce","ttn",1566925531663,"comp","comp","yellow_egg","red_strawberry",28,NA,"red_ttn_strawberry","NaN",1,"English",3125,"typical","distractor","female",5,1566924224059,21.7934,"red_tomato","tomato","976484516941499"
"red_strawberry","Tue Aug 27 2019 22:13:44 GMT+0530 (India Standard Time)","unmodified","1377","contrast","filler","NaN",2,"red_strawberry","Margaret","1098","comp","green_carrot","atn",1566925531663,"distractor","distractor","green_carrot","orange_lettuce",28,NA,"orange_atn_lettuce","NaN",1,"English",3507,"typical","target","female",6,1566924224059,21.7934,"orange_pumpkin","strawberry","976484516941499"
"green_broccoli","Tue Aug 27 2019 22:13:44 GMT+0530 (India Standard Time)","modified","1336","distractor","critical","yellow_strawberry",2,"yellow_banana","Margaret","964","target","white_egg","atn",1566925531663,"target","comp","yellow_banana","yellow_strawberry",28,NA,"yellow_atn_strawberry","768",1,"English",4527,"typical","contrast","female",7,1566924224059,21.7934,"yellow_banana","yellow strawberry","976484516941499"
"orange_carrot","Tue Aug 27 2019 22:13:44 GMT+0530 (India Standard Time)","modified","1127","distractor","critical","white_swan",2,"white_swan","Margaret","1024","contrast","green_swan","ttp",1566925531663,"target","target","orange_carrot","white_swan",28,NA,"white_ttp_swan","703",1,"English",4198,"typical","comp","female",8,1566924224059,21.7934,"white_egg","white swan","976484516941499"
