ttp,yellow_banana,yellow_corn,orange_banana,orange,0.00
ttp,yellow_banana,yellow_corn,orange_banana,orange banana,0.00
ttp,yellow_banana,yellow_corn,orange_banana,corn,0.00
ttp,yellow_banana,yellow_corn,orange_banana,yellow corn,0.00
ttp,yellow_banana,yellow_corn,orange_banana,banana,0.61
ttp,yellow_banana,yellow_corn,orange_banana,yellow,0.02
ttp,yellow_banana,yellow_corn,orange_banana,yellow banana,0.38
ttn,yellow_banana,yellow_corn,red_apple,apple,0.00
ttn,yellow_banana,yellow_corn,red_apple,red,0.00
ttn,yellow_banana,yellow_corn,red_apple,red apple,0.00
ttn,yellow_banana,yellow_corn,red_apple,corn,0.00
ttn,yellow_banana,yellow_corn,red_apple,yellow corn,0.00
ttn,yellow_banana,yellow_corn,red_apple,banana,0.93
ttn,yellow_banana,yellow_corn,red_apple,yellow,0.00
ttn,yellow_banana,yellow_corn,red_apple,yellow banana,0.06
tap,yellow_banana,yellow_strawberry,orange_banana,orange,0.00
tap,yellow_banana,yellow_strawberry,orange_banana,orange banana,0.00
tap,yellow_banana,yellow_strawberry,orange_banana,strawberry,0.00
tap,yellow_banana,yellow_strawberry,orange_banana,yellow strawberry,0.00
tap,yellow_banana,yellow_strawberry,orange_banana,banana,0.61
tap,yellow_banana,yellow_strawberry,orange_banana,yellow,0.02
tap,yellow_banana,yellow_strawberry,orange_banana,yellow banana,0.37
tan,yellow_banana,yellow_strawberry,red_apple,apple,0.00
tan,yellow_banana,yellow_strawberry,red_apple,red,0.00
tan,yellow_banana,yellow_strawberry,red_apple,red apple,0.00
tan,yellow_banana,yellow_strawberry,red_apple,strawberry,0.00
tan,yellow_banana,yellow_strawberry,red_apple,yellow strawberry,0.00
tan,yellow_banana,yellow_strawberry,red_apple,banana,0.93
tan,yellow_banana,yellow_strawberry,red_apple,yellow,0.00
tan,yellow_banana,yellow_strawberry,red_apple,yellow banana,0.06
atp,orange_banana,orange_pumpkin,yellow_banana,yellow,0.00
atp,orange_banana,orange_pumpkin,yellow_banana,yellow banana,0.00
atp,orange_banana,orange_pumpkin,yellow_banana,pumpkin,0.00
atp,orange_banana,orange_pumpkin,yellow_banana,orange pumpkin,0.00
atp,orange_banana,orange_pumpkin,yellow_banana,banana,0.26
atp,orange_banana,orange_pumpkin,yellow_banana,orange,0.03
atp,orange_banana,orange_pumpkin,yellow_banana,orange banana,0.71
atn,orange_banana,orange_pumpkin,red_apple,apple,0.00
atn,orange_banana,orange_pumpkin,red_apple,red,0.00
atn,orange_banana,orange_pumpkin,red_apple,red apple,0.00
atn,orange_banana,orange_pumpkin,red_apple,pumpkin,0.00
atn,orange_banana,orange_pumpkin,red_apple,orange pumpkin,0.00
atn,orange_banana,orange_pumpkin,red_apple,banana,0.87
atn,orange_banana,orange_pumpkin,red_apple,orange,0.01
atn,orange_banana,orange_pumpkin,red_apple,orange banana,0.12
aap,orange_banana,orange_lettuce,yellow_banana,yellow,0.00
aap,orange_banana,orange_lettuce,yellow_banana,yellow banana,0.00
aap,orange_banana,orange_lettuce,yellow_banana,lettuce,0.01
aap,orange_banana,orange_lettuce,yellow_banana,orange lettuce,0.00
aap,orange_banana,orange_lettuce,yellow_banana,banana,0.26
aap,orange_banana,orange_lettuce,yellow_banana,orange,0.03
aap,orange_banana,orange_lettuce,yellow_banana,orange banana,0.71
aan,orange_banana,orange_lettuce,red_apple,apple,0.00
aan,orange_banana,orange_lettuce,red_apple,red,0.00
aan,orange_banana,orange_lettuce,red_apple,red apple,0.00
aan,orange_banana,orange_lettuce,red_apple,lettuce,0.00
aan,orange_banana,orange_lettuce,red_apple,orange lettuce,0.00
aan,orange_banana,orange_lettuce,red_apple,banana,0.87
aan,orange_banana,orange_lettuce,red_apple,orange,0.01
aan,orange_banana,orange_lettuce,red_apple,orange banana,0.12
